,amount,dot,from.karura,from.kintsugi,from.kusama,from.moonriver,fromChain,from_id,kbtc,kint,ksm,timestamp,to.karura,to.kintsugi,to.kusama,to.moonriver,toChain,to_id,token,last_seen,label_from_id,label_to_id
0,705415,,qaPZa221VMdRU7R43NqSwhTsdmX7uZN7TSjKgnZV1Swcbpg,a3cVGTmZ35ZgnAVU96HzsUmtEmwPGth6qpi1dnvjRSY357xKa,ErS1cmbhk7GV7gdcr6hBY6uziuknonEyp7wdavkhst1vYyd,0x64c240c47592bcfef2e48b1da1b04d0022e03162,2092,a3cVGTmZ35ZgnAVU96HzsUmtEmwPGth6qpi1dnvjRSY357xKa,0.00705415,,,2022-05-28T09:39:00.329000Z,,,unknown,,2023,0x627683779b1fe41a2b350f67a9e8876def078cbb,KBTC,2022-05-28T09:39:00.329000Z,Top KBTC Mover/Top KBTC Sink,Top KBTC Sink
1,700905,,qaPZa221VMdRU7R43NqSwhTsdmX7uZN7TSjKgnZV1Swcbpg,a3cVGTmZ35ZgnAVU96HzsUmtEmwPGth6qpi1dnvjRSY357xKa,ErS1cmbhk7GV7gdcr6hBY6uziuknonEyp7wdavkhst1vYyd,0x64c240c47592bcfef2e48b1da1b04d0022e03162,2092,a3cVGTmZ35ZgnAVU96HzsUmtEmwPGth6qpi1dnvjRSY357xKa,0.00700905,,,2022-05-28T09:34:36.388000Z,,,unknown,,2023,0x627683779b1fe41a2b350f67a9e8876def078cbb,KBTC,2022-05-28T09:34:36.388000Z,Top KBTC Mover/Top KBTC Sink,Top KBTC Sink
2,40000000000,,qLb7QBErgr4Anni9gDgfzk4bUKT7ZKyJWk8Aku5YfYvf1QR,a3cFU1biFvmBCup9SBvqihpvqVmwCtLsT1mK2dzqwWC94AjJw,EcdZSvpYwbhESMviUwYQb9WiZTgnTYrAsRLUf3GmXyzy5dH,0x5a3bb1add5cc7ff4ad107ac0335f531dc6eb6d5e,2092,a3cFU1biFvmBCup9SBvqihpvqVmwCtLsT1mK2dzqwWC94AjJw,,,0.04,2022-05-28T09:20:48.168000Z,sR3Zm142oSLCG7Rt6Cu86tyYYD3cxmQ3DTyuiXaKeCfP5Ga,a3eKvTxY56smUwHU9vLpw9w5kSqpoPkJskU2tNxUSHAnntQTS,Gh61okdj4ByFugeStvkrhJRfdMHHrzGua9CDcfmYWdjhEWk,0xb61a323db0632f9981a59d6c8b5d5676e41d989d,2092,a3eKvTxY56smUwHU9vLpw9w5kSqpoPkJskU2tNxUSHAnntQTS,KSM,2022-05-28T09:20:48.168000Z,Top Redeemer/Daddy of ntQTS/Likely Vault Owner/K>50/Top KSM Mover,@mafux777/Top Issuer/Selfish/Top 20 Vault/Self Issuer/ntQTS/Top KINT Mover/Top KSM Sink/Top KBTC Mover

3,260000000000,,ra6w3GAQRVGUfUvMLqVTSCoesaTRHJs465hd7yqq84wviDD,a3dUyqEoBUVpRDgqePbTXVGPaZBCDC4rLmLec6Mvhnef5SJPS,Fr9P61k6gEuYK48v9ZMC2cFmxih6BXjvSkuw2833zW2EyMu,0x90c68164d33e35017d4303436b705e60fa485573,2092,a3dUyqEoBUVpRDgqePbTXVGPaZBCDC4rLmLec6Mvhnef5SJPS,,0.26,,2022-05-28T08:40:30.722000Z,,,unknown,,2023,0x26860caaaea40bdf507772b1f386f11cd97bb4b3,KINT,2022-05-28T08:40:30.722000Z,Top Issuer/K>50/Top KSM Mover/Top KSM Sink,Top KINT Sink/Top KBTC Sink
4,57999870099455,,prJd7t13T5G5UgiunNgxg4sCqVv7rS5Krh8zmBprp8QjCRo,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,E8M5Adajhpu98FwUb6YhGUKKve9nkexCDNMJfL25gZV3HYx,0x44a9520d61e23ccdd5660fb9f71f0e47f8ee800e,2092,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,,57.999870099455,,2022-05-28T08:24:12.286000Z,pqkAMaENhqLR9uRG3s6T93fFuCZv57RHhnh5iB8Nvkfz3jW,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,E7ncQKp4xayUoUdpraxBjT7NzLoayLJA4TuPcKKboBkJ5GH,0x443c0ba8f048601bd709b475301f520071887f9f,2092,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,KINT,2022-05-28T08:24:12.286000Z,Top KINT Mover/Top KINT Sink,shenanigans/Top KINT Mover/Top KINT Sink
5,58000000000000,,sR3Zm142oSLCG7Rt6Cu86tyYYD3cxmQ3DTyuiXaKeCfP5Ga,a3eKvTxY56smUwHU9vLpw9w5kSqpoPkJskU2tNxUSHAnntQTS,Gh61okdj4ByFugeStvkrhJRfdMHHrzGua9CDcfmYWdjhEWk,0xb61a323db0632f9981a59d6c8b5d5676e41d989d,2092,a3eKvTxY56smUwHU9vLpw9w5kSqpoPkJskU2tNxUSHAnntQTS,,58.0,,2022-05-28T08:18:36.307000Z,prJd7t13T5G5UgiunNgxg4sCqVv7rS5Krh8zmBprp8QjCRo,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,E8M5Adajhpu98FwUb6YhGUKKve9nkexCDNMJfL25gZV3HYx,0x44a9520d61e23ccdd5660fb9f71f0e47f8ee800e,2092,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,KINT,2022-05-28T08:18:36.307000Z,@mafux777/Top Issuer/Selfish/Top 20 Vault/Self Issuer/ntQTS/Top KINT Mover/Top KSM Sink/Top KBTC Mover,Top KINT Mover/Top KINT Sink
6,1376226,,tb85HM8MC2BrdguApZxySnprzsNzWQrCikwLPkmE5BSQ5uu,a3fVzyUt9RGMLbf3dD5C11GybmJV8mHxKuyKqodhdBbmZuUrY,HsAXL6i3SmpvHG7jdHpi3CGz61cfQdj55S9eHtxSwcWiFXv,0xea060ffde0524031789bcda6fbf1198b047ed678,2092,a3fVzyUt9RGMLbf3dD5C11GybmJV8mHxKuyKqodhdBbmZuUrY,0.01376226,,,2022-05-28T07:41:54.391000Z,,,unknown,,2023,0x356eb354aea711854e1d69a36643e181a1da8ba5,KBTC,2022-05-28T07:41:54.391000Z,Top KINT Mover/Top KINT Sink/Top KBTC Mover/Top KBTC Sink,Top KINT Sink/Top KBTC Sink
7,129479546632787,,pPfe4Pto7KhPm2AxHDbH1TBju24DogBWgfUBYRzumGrWdqf,a3bJYYFvusBer8nNtzXqdJqdxeCdozbDfDwENenNrsHrz2B2b,Dfi679UVN5LTQbPX5wT1brdrzAHthu4P3LgVSaC8dhvprk8,0x30587103132ea84ad57884d674f92354fa8dfc54,2092,a3bJYYFvusBer8nNtzXqdJqdxeCdozbDfDwENenNrsHrz2B2b,,129.479546632787,,2022-05-28T06:55:06.334000Z,,,unknown,,2023,0x4d5eae22afd5ca3e7b493889287ab09ce49c3634,KINT,2022-05-28T06:55:06.334000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
8,129479677000000,,obmvFLKbtkyBSoSY4agQx1xCxVGts6yVS6QiwPrxevNxE7f,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,CspNJ5uJ9WcF6Nf6sJY9YRQL3dWZmKrMnmd2qY4BXMTGEgi,0x0d584a4cbbfd9a4878d816512894e65918e54fae,2092,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,,129.479677,,2022-05-28T06:46:06.495000Z,pPfe4Pto7KhPm2AxHDbH1TBju24DogBWgfUBYRzumGrWdqf,a3bJYYFvusBer8nNtzXqdJqdxeCdozbDfDwENenNrsHrz2B2b,Dfi679UVN5LTQbPX5wT1brdrzAHthu4P3LgVSaC8dhvprk8,0x30587103132ea84ad57884d674f92354fa8dfc54,2092,a3bJYYFvusBer8nNtzXqdJqdxeCdozbDfDwENenNrsHrz2B2b,KINT,2022-05-28T06:46:06.495000Z,shenanigans/Top KINT Mover/Top KINT Sink/KINT System?,Top KINT Mover/Top KINT Sink
9,1000000000000,,rw7JDrC95Mo7WCMzzZY4sLFvnc7apvto9EtqnpWRQs6LFYJ,a3dqzCRPDD9gwrXZ63FBa6hX2q6DsMcUNWPooK2mNNwTDqajq,GD9kGbmqL7SB9maZoHPoTji3skMFj9mfVv79gxheHJAe7cy,0xa0cbe36bc2fefc1d0a0d84833761b5189784c462,2092,a3dqzCRPDD9gwrXZ63FBa6hX2q6DsMcUNWPooK2mNNwTDqajq,,,1.0,2022-05-28T06:37:30.276000Z,rLgufTWAM59ivzu4TB6SrxL75xWM2ZmtHYZupiSK6hNRJ1J,a3dFZorzXERQJTxMd6ho8Uh971PaG7p7FbY7UP4fJGdHVvu5v,FcjMiD5rbpnnaa7dFtxBTMnEB6k1vnekeDnDirdXy8SjXEc,0x868b71b251914fd59a2d84baa267af68f38d3210,2092,a3dFZorzXERQJTxMd6ho8Uh971PaG7p7FbY7UP4fJGdHVvu5v,KSM,2022-05-28T06:37:30.276000Z,Top Redeemer/Top Issuer/Selfish/Top 20 Vault/Self Issuer/Dqajq/K>50/Top KINT Mover/Top KSM Mover,Top KSM Sink
10,1000000000000,,rw7JDrC95Mo7WCMzzZY4sLFvnc7apvto9EtqnpWRQs6LFYJ,a3dqzCRPDD9gwrXZ63FBa6hX2q6DsMcUNWPooK2mNNwTDqajq,GD9kGbmqL7SB9maZoHPoTji3skMFj9mfVv79gxheHJAe7cy,0xa0cbe36bc2fefc1d0a0d84833761b5189784c462,2092,a3dqzCRPDD9gwrXZ63FBa6hX2q6DsMcUNWPooK2mNNwTDqajq,,,1.0,2022-05-28T06:36:36.594000Z,rLgufTWAM59ivzu4TB6SrxL75xWM2ZmtHYZupiSK6hNRJ1J,a3dFZorzXERQJTxMd6ho8Uh971PaG7p7FbY7UP4fJGdHVvu5v,FcjMiD5rbpnnaa7dFtxBTMnEB6k1vnekeDnDirdXy8SjXEc,0x868b71b251914fd59a2d84baa267af68f38d3210,2092,a3dFZorzXERQJTxMd6ho8Uh971PaG7p7FbY7UP4fJGdHVvu5v,KSM,2022-05-28T06:36:36.594000Z,Top Redeemer/Top Issuer/Selfish/Top 20 Vault/Self Issuer/Dqajq/K>50/Top KINT Mover/Top KSM Mover,Top KSM Sink
11,1331544126951,,rRYTvP15J1CjwkiWaRRRfRQPmnPLctXQncPRvGcP7KQ1uGK,a3dLRN7v29NLMUy7SYq3TTVcBJ5Q97QS183BHuADULduXXMPt,Fhauy8amYkqobKw5P9HAFprWrvd1X7QH9HbjpQobykUKvDx,0x8a3f3f2472bf28d4763c7fd14399cf299ab41678,2092,a3dLRN7v29NLMUy7SYq3TTVcBJ5Q97QS183BHuADULduXXMPt,,1.331544126951,,2022-05-28T06:22:30.599000Z,rRYTvP15J1CjwkiWaRRRfRQPmnPLctXQncPRvGcP7KQ1uGK,a3dLRN7v29NLMUy7SYq3TTVcBJ5Q97QS183BHuADULduXXMPt,Fhauy8amYkqobKw5P9HAFprWrvd1X7QH9HbjpQobykUKvDx,0x8a3f3f2472bf28d4763c7fd14399cf299ab41678,2000,a3dLRN7v29NLMUy7SYq3TTVcBJ5Q97QS183BHuADULduXXMPt,KINT,2022-05-28T06:22:30.599000Z,,
12,1035135,,tb85HM8MC2BrdguApZxySnprzsNzWQrCikwLPkmE5BSQ5uu,a3fVzyUt9RGMLbf3dD5C11GybmJV8mHxKuyKqodhdBbmZuUrY,HsAXL6i3SmpvHG7jdHpi3CGz61cfQdj55S9eHtxSwcWiFXv,0xea060ffde0524031789bcda6fbf1198b047ed678,2092,a3fVzyUt9RGMLbf3dD5C11GybmJV8mHxKuyKqodhdBbmZuUrY,0.01035135,,,2022-05-28T05:37:48.273000Z,,,unknown,,2023,0x356eb354aea711854e1d69a36643e181a1da8ba5,KBTC,2022-05-28T05:37:48.273000Z,Top KINT Mover/Top KINT Sink/Top KBTC Mover/Top KBTC Sink,Top KINT Sink/Top KBTC Sink
13,25735845000000,,obmvFLKbtkyBSoSY4agQx1xCxVGts6yVS6QiwPrxevNxE7f,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,CspNJ5uJ9WcF6Nf6sJY9YRQL3dWZmKrMnmd2qY4BXMTGEgi,0x0d584a4cbbfd9a4878d816512894e65918e54fae,2092,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,,25.735845,,2022-05-28T05:06:18.505000Z,pXbs9BSrKxU5nqVHJCFMTwUbWxmqEWvoiYWaYUSinZ5PVnr,a3bSUmLiTvQHcppCDKYpHPJ8FVpaXc24QWy7R3nRJgK9Ctovn,DoeKBw2Yai79SQhr6v764Lvic71W8jog5DitScdwez9hVHL,0x3665b2e407a5a3ccf2c23d21ea8faf73e325644a,2092,a3bSUmLiTvQHcppCDKYpHPJ8FVpaXc24QWy7R3nRJgK9Ctovn,KINT,2022-05-28T05:06:18.505000Z,shenanigans/Top KINT Mover/Top KINT Sink/KINT System?,Top KINT Sink
14,141400000000000,,ra21LUwA8Ap6N8ZXu2ifT5TUCvjXGhxVtGqPnhLda9ATb6W,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,Fr4TPEWrNvTA1hn6hkaQ3UubJ4yCAvqNEx3hgqXrSaEmaUi,0x90b5ec5fadcbe9d22c6c6015d42253963ce4c05a,2092,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,,141.4,,2022-05-28T03:46:12.490000Z,obU9CUyStuDkjBynZz2MxrdhTRzW6taaoUw9FCMTsKD7khx,a3aWM3Q1zWyENVkYhppc4Po3Qbm3kGtS4J43qcV9DRPuLdLhD,CsWbFEZ99erpNmCMNht6ZG5pYaEB17TTAA9T9LYgjkHRsZV,0x0d1c72d08de37a86748922d69b2bbfe1e86b8d2d,2092,a3aWM3Q1zWyENVkYhppc4Po3Qbm3kGtS4J43qcV9DRPuLdLhD,KINT,2022-05-28T03:46:12.490000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
15,281000000000000,,ra21LUwA8Ap6N8ZXu2ifT5TUCvjXGhxVtGqPnhLda9ATb6W,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,Fr4TPEWrNvTA1hn6hkaQ3UubJ4yCAvqNEx3hgqXrSaEmaUi,0x90b5ec5fadcbe9d22c6c6015d42253963ce4c05a,2092,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,,281.0,,2022-05-28T03:27:00.443000Z,,,unknown,,2023,0xdcaaf06089c6b35425b5aee57fe3d0dd3f9f73f2,KINT,2022-05-28T03:27:00.443000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
16,281087000000000,,obmvFLKbtkyBSoSY4agQx1xCxVGts6yVS6QiwPrxevNxE7f,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,CspNJ5uJ9WcF6Nf6sJY9YRQL3dWZmKrMnmd2qY4BXMTGEgi,0x0d584a4cbbfd9a4878d816512894e65918e54fae,2092,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,,281.087,,2022-05-28T03:25:12.394000Z,ra21LUwA8Ap6N8ZXu2ifT5TUCvjXGhxVtGqPnhLda9ATb6W,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,Fr4TPEWrNvTA1hn6hkaQ3UubJ4yCAvqNEx3hgqXrSaEmaUi,0x90b5ec5fadcbe9d22c6c6015d42253963ce4c05a,2092,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,KINT,2022-05-28T03:25:12.394000Z,shenanigans/Top KINT Mover/Top KINT Sink/KINT System?,Top KINT Mover/Top KINT Sink
17,55510000000000,,rcGWYXGo7uDpSRKJT3yy5U5hoyNnmxKRaS7AApdPBPjWuwv,a3dX9Qk4HsCENZTn3Lhg1zuerc7b8ZZVo8q11dQmVLhys2DYm,FtJxbGrVNert5zXsFmqhfsXpu7cTgBCHw7KU4xpc3popwYw,0x926d3ccfa36eaffe51051d18f145aa04b6dad1b0,2092,a3dX9Qk4HsCENZTn3Lhg1zuerc7b8ZZVo8q11dQmVLhys2DYm,,55.51,,2022-05-28T03:13:42.391000Z,,,unknown,,2023,0x725f5b2e92164c38ef25a70f0807b71a7f0e770a,KINT,2022-05-28T03:13:42.391000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
18,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T02:15:36.334000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T02:15:36.334000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
19,68480000000000,,p8FpwZiMNi5AmFF2TwVECEmnaQDV1Hbnaw17mpLyU4bvzJY,a3b38j96jRT3Dunby4iZXG2RYgt1yFnq5VqVub1mCvzejSGkZ,DQJGzKJ3dTiEQpTbGfLxneDufYT9uWUewcDRfxYCLVgF5Pt,0x249799cd29e6556e7379a055229426cec2526601,2092,a3b38j96jRT3Dunby4iZXG2RYgt1yFnq5VqVub1mCvzejSGkZ,,68.48,,2022-05-28T02:14:42.521000Z,oubwjA8SFDr4meQCKZ6S34teKbtAixy3aJ9TbB7EmhwZBT2,a3apUqvh9WKYzoo18EaB8TsFfYdDdwWWSkps3vq7yCJJ54gJN,DBePmui8VyV8RDcm8GxAdULmQk7qdBquvyMmVKJTe91s6VR,0x1af1216181a3811f496c9b09a19ecd1756d2a66c,2092,a3apUqvh9WKYzoo18EaB8TsFfYdDdwWWSkps3vq7yCJJ54gJN,KINT,2022-05-28T02:14:42.521000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
20,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T02:03:30.468000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T02:03:30.468000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
21,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T01:54:18.454000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T01:54:18.454000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
22,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T01:40:54.266000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T01:40:54.266000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
23,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T01:25:42.341000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T01:25:42.341000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
24,55423000000000,,sFbqBjxPBgfBmGPgxSWqweKLnHawKvMc9K1JNgcijAZjt1X,a3eAUjPGyTG1ovnd7jD4Ysmq6F5uLi7TqKPsumcdUgFkhFWUc,GXeHEVY5SSJFQqcFmANaY3mTsRpcE9EUVzDcGpowbbe41ZZ,0xaee65bf22cdf1f98c91b6c176854d8072f1328e0,2092,a3eAUjPGyTG1ovnd7jD4Ysmq6F5uLi7TqKPsumcdUgFkhFWUc,,55.423,,2022-05-28T01:21:00.396000Z,,,unknown,,2023,0xae8da4a9792503f1ec97ed035e35133a9e65a61f,KINT,2022-05-28T01:21:00.396000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
25,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T01:08:24.468000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T01:08:24.468000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
26,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T01:00:18.483000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T01:00:18.483000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
27,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T00:48:36.580000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T00:48:36.580000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
28,100000000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,100.0,,2022-05-28T00:42:18.363000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-28T00:42:18.363000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
