,amount,dot,from.karura,from.kintsugi,from.kusama,from.moonriver,fromChain,from_id,kbtc,kint,ksm,timestamp,to.karura,to.kintsugi,to.kusama,to.moonriver,toChain,to_id,token,last_seen,label_from_id,label_to_id
713,408981,,qaPZa221VMdRU7R43NqSwhTsdmX7uZN7TSjKgnZV1Swcbpg,a3cVGTmZ35ZgnAVU96HzsUmtEmwPGth6qpi1dnvjRSY357xKa,ErS1cmbhk7GV7gdcr6hBY6uziuknonEyp7wdavkhst1vYyd,0x64c240c47592bcfef2e48b1da1b04d0022e03162,2092,a3cVGTmZ35ZgnAVU96HzsUmtEmwPGth6qpi1dnvjRSY357xKa,0.00408981,,,2022-05-19T09:40:54.698000Z,,,unknown,,2023,0x627683779b1fe41a2b350f67a9e8876def078cbb,KBTC,2022-05-19T09:40:54.698000Z,Top KBTC Mover/Top KBTC Sink,Top KBTC Sink
714,6779869266124,,qkvKLU3sQm6yqEoLep96w4UL1WKbdgVhGp3fWtVrz8nwagY,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,F2xmPDdZfWk3Up1uTXzqXTvT6eZGXuNZdVFyR2h5rZsFkb7,0x6cca3c79710ddc2184f94543392d0fe32dd1812c,2092,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,,6.779869266124,,2022-05-19T09:26:06.483000Z,qkvKLU3sQm6yqEoLep96w4UL1WKbdgVhGp3fWtVrz8nwagY,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,F2xmPDdZfWk3Up1uTXzqXTvT6eZGXuNZdVFyR2h5rZsFkb7,0x6cca3c79710ddc2184f94543392d0fe32dd1812c,2000,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,KINT,2022-05-19T09:26:06.483000Z,Top KINT Mover/Top KINT Sink,Top KINT Mover/Top KINT Sink
715,3390000000000,,rSVYpPwybbC1AcuWubxLZrjVgSJNuVmyZE92CTEnWjiA58a,a3dMNT1vy3fvLkBydZADzNQ3WPz449h3Fgoo3VSQ6k3Kqfchm,FiXzs9XfrLq4pC85iKp5AGBcmaY3oiequuML6bS1PAnUCGC,0x8af8ad67c36c8968fb6d743ff3ccc0ba5ffcaf41,2092,a3dMNT1vy3fvLkBydZADzNQ3WPz449h3Fgoo3VSQ6k3Kqfchm,,3.39,,2022-05-19T09:25:48.365000Z,qkvKLU3sQm6yqEoLep96w4UL1WKbdgVhGp3fWtVrz8nwagY,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,F2xmPDdZfWk3Up1uTXzqXTvT6eZGXuNZdVFyR2h5rZsFkb7,0x6cca3c79710ddc2184f94543392d0fe32dd1812c,2092,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,KINT,2022-05-19T09:25:48.365000Z,Top KINT Mover,Top KINT Mover/Top KINT Sink
716,3390000000000,,tvPFWyVqvkiDF5CgFHrtu9U4qbzHEjHSWotukSddwjm9ejv,a3fqG9iWWv15rxGRviVutvjLEy9Dk42Gm9mNoNzPVbUKtfKWP,JCRhZj5YBWMGteRF41idVYvBvkDx8xAJsV7DeaprpAqTu6c,0xf8b6d04da18ea7ce38f0de07999adfae8aa86a0c,2092,a3fqG9iWWv15rxGRviVutvjLEy9Dk42Gm9mNoNzPVbUKtfKWP,,3.39,,2022-05-19T09:25:12.308000Z,qkvKLU3sQm6yqEoLep96w4UL1WKbdgVhGp3fWtVrz8nwagY,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,F2xmPDdZfWk3Up1uTXzqXTvT6eZGXuNZdVFyR2h5rZsFkb7,0x6cca3c79710ddc2184f94543392d0fe32dd1812c,2092,a3cfoDY14wV6FirbXNuSB8mFFEK85NRDyQXNx8kqMpWivTHMP,KINT,2022-05-19T09:25:12.308000Z,Top KINT Mover,Top KINT Mover/Top KINT Sink
717,59999870099455,,prJd7t13T5G5UgiunNgxg4sCqVv7rS5Krh8zmBprp8QjCRo,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,E8M5Adajhpu98FwUb6YhGUKKve9nkexCDNMJfL25gZV3HYx,0x44a9520d61e23ccdd5660fb9f71f0e47f8ee800e,2092,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,,59.999870099455,,2022-05-19T08:19:48.739000Z,pqkAMaENhqLR9uRG3s6T93fFuCZv57RHhnh5iB8Nvkfz3jW,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,E7ncQKp4xayUoUdpraxBjT7NzLoayLJA4TuPcKKboBkJ5GH,0x443c0ba8f048601bd709b475301f520071887f9f,2092,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,KINT,2022-05-19T08:19:48.739000Z,Top KINT Mover/Top KINT Sink,shenanigans/Top KINT Mover/Top KINT Sink
718,60000000000000,,sR3Zm142oSLCG7Rt6Cu86tyYYD3cxmQ3DTyuiXaKeCfP5Ga,a3eKvTxY56smUwHU9vLpw9w5kSqpoPkJskU2tNxUSHAnntQTS,Gh61okdj4ByFugeStvkrhJRfdMHHrzGua9CDcfmYWdjhEWk,0xb61a323db0632f9981a59d6c8b5d5676e41d989d,2092,a3eKvTxY56smUwHU9vLpw9w5kSqpoPkJskU2tNxUSHAnntQTS,,60.0,,2022-05-19T08:11:06.368000Z,prJd7t13T5G5UgiunNgxg4sCqVv7rS5Krh8zmBprp8QjCRo,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,E8M5Adajhpu98FwUb6YhGUKKve9nkexCDNMJfL25gZV3HYx,0x44a9520d61e23ccdd5660fb9f71f0e47f8ee800e,2092,a3bmBXKR27XQQpW3Sx2zizWFe797ftdyZ37G3U18gpLiYEi9c,KINT,2022-05-19T08:11:06.368000Z,@mafux777/Top Issuer/Selfish/Top 20 Vault/Self Issuer/ntQTS/Top KINT Mover/Top KSM Sink/Top KBTC Mover,Top KINT Mover/Top KINT Sink
719,99999870099455,,u3MucQQj6XYUwZRRNzGQHWkNKeM9uPZpTRVH2Pdt9MZ22e9,a3fxEoowRoArhDxv9TdcJS7hXGdG6vgw3XhzPkGLVqfwgXjHK,JKQMf9zRMHBYb8dzBi88svCVQnapocSgp6havXq71ndLC1t,0xfe090285dd4bd0ef4660fdae92fa82f06b1d528c,2092,a3fxEoowRoArhDxv9TdcJS7hXGdG6vgw3XhzPkGLVqfwgXjHK,,99.999870099455,,2022-05-19T07:52:12.155000Z,pqkAMaENhqLR9uRG3s6T93fFuCZv57RHhnh5iB8Nvkfz3jW,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,E7ncQKp4xayUoUdpraxBjT7NzLoayLJA4TuPcKKboBkJ5GH,0x443c0ba8f048601bd709b475301f520071887f9f,2092,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,KINT,2022-05-19T07:52:12.155000Z,Top KINT Mover/Top KINT Sink,shenanigans/Top KINT Mover/Top KINT Sink
720,100000000000000,,p5WjypcwAKofttdaqBrYet4AMmcGm2brvqo6xkxKU1ZqBeW,a3azPeBMe1EexQvFMd5otaV4q4fPN3Ya5aBQhaChpGzbhLPpe,DMZC2aCdR5SjYTr9duiHFHWHSuqwfFUjHX1Qru9YLSe9H5e,0x22801235e928a8837ca6b55853fd1b327606b9aa,2092,a3azPeBMe1EexQvFMd5otaV4q4fPN3Ya5aBQhaChpGzbhLPpe,,100.0,,2022-05-19T07:48:30.381000Z,u3MucQQj6XYUwZRRNzGQHWkNKeM9uPZpTRVH2Pdt9MZ22e9,a3fxEoowRoArhDxv9TdcJS7hXGdG6vgw3XhzPkGLVqfwgXjHK,JKQMf9zRMHBYb8dzBi88svCVQnapocSgp6havXq71ndLC1t,0xfe090285dd4bd0ef4660fdae92fa82f06b1d528c,2092,a3fxEoowRoArhDxv9TdcJS7hXGdG6vgw3XhzPkGLVqfwgXjHK,KINT,2022-05-19T07:48:30.381000Z,pumpernickel/Social/Top 20 Vault/Self Issuer/hLPpe/K>50/Top KINT Mover/Top KINT Sink,Top KINT Mover/Top KINT Sink
721,2657012000000,,obmvFLKbtkyBSoSY4agQx1xCxVGts6yVS6QiwPrxevNxE7f,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,CspNJ5uJ9WcF6Nf6sJY9YRQL3dWZmKrMnmd2qY4BXMTGEgi,0x0d584a4cbbfd9a4878d816512894e65918e54fae,2092,a3aWepSsLfy67vUAAaKCiSnCj7G72feeTCgfKCBLivBWWTdFW,,2.657012,,2022-05-19T06:13:30.456000Z,qPekJ6PEAkyCP9sYGs98eRsf269NWSDbMAukJrB7BDKRQfT,a3cJXeVdQJF67wQWbaXVBAUceZKhu9HyhJbjpDYo34hoSvqbh,EfhCLqxvRWcG2j675azsEqKn7EP3Qf6Thr84CzNL3ePjJRU,0x5c91aba9431d61f510ee9a3beb68d74f7bda898d,2092,a3cJXeVdQJF67wQWbaXVBAUceZKhu9HyhJbjpDYo34hoSvqbh,KINT,2022-05-19T06:13:30.456000Z,shenanigans/Top KINT Mover/Top KINT Sink/KINT System?,
722,2288160000000,,u3Z7recqkoUDRi5SroN4zv9kw1gTy376yrCbwVCtiXLb3pV,a3fxS24Bduq8cxT4oV7RQ6q6vfEdSEkaapER75BS4rF7U6Q63,JKbZuQCY1Z7H5HJ1fXDobKbt29v8sFyyLXQuqdQ7axQtzdH,0xfe2ebff8905d2f07d126d0277598f7e43efe5ddd,2092,a3fxS24Bduq8cxT4oV7RQ6q6vfEdSEkaapER75BS4rF7U6Q63,,,2.28816,2022-05-19T06:12:36.677000Z,oikVGR8icB7aoguefK5u2vbFimxzpfzaFj8Z3w3qijyZbfR,a3addPTx9ngWGKq3dguw7vs7NA2PimcDUHWJ32HsuoFL74zdo,CznwKAiQrvkeTG8DU2wddL3NovCfitsScQLrx5F4bB3sW3n,0x12aa311d7bbbf88ff6a66b6178e6b2e712691cb0,2092,a3addPTx9ngWGKq3dguw7vs7NA2PimcDUHWJ32HsuoFL74zdo,KSM,2022-05-19T06:12:36.677000Z,Top Redeemer/Top Issuer/Selfish/Daddy of 74zdo/Daddy of nPJjs/Likely Vault Owner/Top KINT Mover/Top KINT Sink/Top KSM Mover/Top KSM Sink/Top KBTC Sink,Top Issuer/Selfish/Top 20 Vault/Self Issuer/74zdo/Daddy of 957PB/Daddy of nPJjs/Likely Vault Owner/Top KINT Mover/Top KSM Mover/Top KSM Sink/Top KBTC Mover
723,4900000000000,,u3Z7recqkoUDRi5SroN4zv9kw1gTy376yrCbwVCtiXLb3pV,a3fxS24Bduq8cxT4oV7RQ6q6vfEdSEkaapER75BS4rF7U6Q63,JKbZuQCY1Z7H5HJ1fXDobKbt29v8sFyyLXQuqdQ7axQtzdH,0xfe2ebff8905d2f07d126d0277598f7e43efe5ddd,2092,a3fxS24Bduq8cxT4oV7RQ6q6vfEdSEkaapER75BS4rF7U6Q63,,4.9,,2022-05-19T06:12:12.550000Z,oikVGR8icB7aoguefK5u2vbFimxzpfzaFj8Z3w3qijyZbfR,a3addPTx9ngWGKq3dguw7vs7NA2PimcDUHWJ32HsuoFL74zdo,CznwKAiQrvkeTG8DU2wddL3NovCfitsScQLrx5F4bB3sW3n,0x12aa311d7bbbf88ff6a66b6178e6b2e712691cb0,2092,a3addPTx9ngWGKq3dguw7vs7NA2PimcDUHWJ32HsuoFL74zdo,KINT,2022-05-19T06:12:12.550000Z,Top Redeemer/Top Issuer/Selfish/Daddy of 74zdo/Daddy of nPJjs/Likely Vault Owner/Top KINT Mover/Top KINT Sink/Top KSM Mover/Top KSM Sink/Top KBTC Sink,Top Issuer/Selfish/Top 20 Vault/Self Issuer/74zdo/Daddy of 957PB/Daddy of nPJjs/Likely Vault Owner/Top KINT Mover/Top KSM Mover/Top KSM Sink/Top KBTC Mover
724,52250000000000,,tb85HM8MC2BrdguApZxySnprzsNzWQrCikwLPkmE5BSQ5uu,a3fVzyUt9RGMLbf3dD5C11GybmJV8mHxKuyKqodhdBbmZuUrY,HsAXL6i3SmpvHG7jdHpi3CGz61cfQdj55S9eHtxSwcWiFXv,0xea060ffde0524031789bcda6fbf1198b047ed678,2092,a3fVzyUt9RGMLbf3dD5C11GybmJV8mHxKuyKqodhdBbmZuUrY,,52.25,,2022-05-19T05:53:12.327000Z,,,unknown,,2023,0x356eb354aea711854e1d69a36643e181a1da8ba5,KINT,2022-05-19T05:53:12.327000Z,Top KINT Mover/Top KINT Sink/Top KBTC Mover/Top KBTC Sink,Top KINT Sink/Top KBTC Sink
725,13000000000000,,oV3sYSoFVtjzQKpYxhzANa6kEoHfZQSgQMRdVB5HZXSkbvG,a3aPvmjypKaDtjRgYbDL2CCkseYR3SLwvPevL6j7wF67aFtV4,Cm6KbCNwkeP43u37mRqtxyYsKwXLTdKYm2dwPKGWRxX4ha9,0x083746b598b0b891412b981ea883aa08e561e07d,2092,a3aPvmjypKaDtjRgYbDL2CCkseYR3SLwvPevL6j7wF67aFtV4,,13.0,,2022-05-19T05:49:24.331000Z,oV3sYSoFVtjzQKpYxhzANa6kEoHfZQSgQMRdVB5HZXSkbvG,a3aPvmjypKaDtjRgYbDL2CCkseYR3SLwvPevL6j7wF67aFtV4,Cm6KbCNwkeP43u37mRqtxyYsKwXLTdKYm2dwPKGWRxX4ha9,0x083746b598b0b891412b981ea883aa08e561e07d,2000,a3aPvmjypKaDtjRgYbDL2CCkseYR3SLwvPevL6j7wF67aFtV4,KINT,2022-05-19T05:49:24.331000Z,@timbotronic/Selfish/Self Issuer/K>50/Top KINT Mover/Top KINT Sink/Top KBTC Mover/Top KBTC Sink,@timbotronic/Selfish/Self Issuer/K>50/Top KINT Mover/Top KINT Sink/Top KBTC Mover/Top KBTC Sink
726,1000000000000,,qJ6pUk4kFyNsJxhL1dY9xmGfp1xgkHg78z6ywBfZAFWgk29,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,Ea9GXVeSWj1vxXutpMPtZAinuACMeWYyVfKHqKrn2gb11kj,0x5855f6f9634a68990a917f22cda160e53f14a0ba,2092,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,,1.0,,2022-05-19T05:05:18.410000Z,qJ6pUk4kFyNsJxhL1dY9xmGfp1xgkHg78z6ywBfZAFWgk29,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,Ea9GXVeSWj1vxXutpMPtZAinuACMeWYyVfKHqKrn2gb11kj,0x5855f6f9634a68990a917f22cda160e53f14a0ba,2000,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,KINT,2022-05-19T05:05:18.410000Z,@spazcoin/chaos DAO/Top Redeemer/Top Issuer/Top 20 Vault/Self Issuer/eCQvW/K>50/Top KINT Mover/Top KINT Sink/Top KSM Sink/Top KBTC Mover,@spazcoin/chaos DAO/Top Redeemer/Top Issuer/Top 20 Vault/Self Issuer/eCQvW/K>50/Top KINT Mover/Top KINT Sink/Top KSM Sink/Top KBTC Mover
727,15250000000000,,qyNxkQPB3GiVjzCx2kAMmBTBav3ZpvHtnU2t6HEhpSheouH,a3ctFrwwQF7bsEmLvzHNCPbNE5tXoLcTmc32wMLE6fM2qAHao,FFRQo9xsJ2MZPZRWqU26MauJg4HEj9Am99FBzRRvgsmxpsA,0x764ae05560f633f233c4aeac3330e9a926c32ccf,2092,a3ctFrwwQF7bsEmLvzHNCPbNE5tXoLcTmc32wMLE6fM2qAHao,,15.25,,2022-05-19T03:53:06.429000Z,,,unknown,,2023,0x26860caaaea40bdf507772b1f386f11cd97bb4b3,KINT,2022-05-19T03:53:06.429000Z,Daddy of eCQvW/Likely Vault Owner/K>50/Top KINT Mover/Top KINT Sink/Top KSM Mover/Top KSM Sink/Top KBTC Mover/Top KBTC Sink,Top KINT Sink/Top KBTC Sink
728,400000000000,,ra6w3GAQRVGUfUvMLqVTSCoesaTRHJs465hd7yqq84wviDD,a3dUyqEoBUVpRDgqePbTXVGPaZBCDC4rLmLec6Mvhnef5SJPS,Fr9P61k6gEuYK48v9ZMC2cFmxih6BXjvSkuw2833zW2EyMu,0x90c68164d33e35017d4303436b705e60fa485573,2092,a3dUyqEoBUVpRDgqePbTXVGPaZBCDC4rLmLec6Mvhnef5SJPS,,0.4,,2022-05-19T03:51:54.594000Z,,,unknown,,2023,0x26860caaaea40bdf507772b1f386f11cd97bb4b3,KINT,2022-05-19T03:51:54.594000Z,Top Issuer/K>50/Top KSM Mover/Top KSM Sink,Top KINT Sink/Top KBTC Sink
729,180810000000000,,ra21LUwA8Ap6N8ZXu2ifT5TUCvjXGhxVtGqPnhLda9ATb6W,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,Fr4TPEWrNvTA1hn6hkaQ3UubJ4yCAvqNEx3hgqXrSaEmaUi,0x90b5ec5fadcbe9d22c6c6015d42253963ce4c05a,2092,a3dUtuY1xECVxqPVHa9ekhHGENWYVJ4FSD8qjs2eCb6jHy548,,180.81,,2022-05-19T02:17:12.270000Z,obU9CUyStuDkjBynZz2MxrdhTRzW6taaoUw9FCMTsKD7khx,a3aWM3Q1zWyENVkYhppc4Po3Qbm3kGtS4J43qcV9DRPuLdLhD,CsWbFEZ99erpNmCMNht6ZG5pYaEB17TTAA9T9LYgjkHRsZV,0x0d1c72d08de37a86748922d69b2bbfe1e86b8d2d,2092,a3aWM3Q1zWyENVkYhppc4Po3Qbm3kGtS4J43qcV9DRPuLdLhD,KINT,2022-05-19T02:17:12.270000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
730,21044083130000,,qJ6pUk4kFyNsJxhL1dY9xmGfp1xgkHg78z6ywBfZAFWgk29,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,Ea9GXVeSWj1vxXutpMPtZAinuACMeWYyVfKHqKrn2gb11kj,0x5855f6f9634a68990a917f22cda160e53f14a0ba,2092,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,,21.04408313,,2022-05-19T01:39:18.617000Z,qJ6pUk4kFyNsJxhL1dY9xmGfp1xgkHg78z6ywBfZAFWgk29,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,Ea9GXVeSWj1vxXutpMPtZAinuACMeWYyVfKHqKrn2gb11kj,0x5855f6f9634a68990a917f22cda160e53f14a0ba,2000,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,KINT,2022-05-19T01:39:18.617000Z,@spazcoin/chaos DAO/Top Redeemer/Top Issuer/Top 20 Vault/Self Issuer/eCQvW/K>50/Top KINT Mover/Top KINT Sink/Top KSM Sink/Top KBTC Mover,@spazcoin/chaos DAO/Top Redeemer/Top Issuer/Top 20 Vault/Self Issuer/eCQvW/K>50/Top KINT Mover/Top KINT Sink/Top KSM Sink/Top KBTC Mover
731,15256658160000,,qJ6pUk4kFyNsJxhL1dY9xmGfp1xgkHg78z6ywBfZAFWgk29,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,Ea9GXVeSWj1vxXutpMPtZAinuACMeWYyVfKHqKrn2gb11kj,0x5855f6f9634a68990a917f22cda160e53f14a0ba,2092,a3cCyigH5pLJXcLKRNGFaBnx3a7diTXq9pPZ1TB8XWgqeCQvW,,15.25665816,,2022-05-19T01:38:42.294000Z,qyNxkQPB3GiVjzCx2kAMmBTBav3ZpvHtnU2t6HEhpSheouH,a3ctFrwwQF7bsEmLvzHNCPbNE5tXoLcTmc32wMLE6fM2qAHao,FFRQo9xsJ2MZPZRWqU26MauJg4HEj9Am99FBzRRvgsmxpsA,0x764ae05560f633f233c4aeac3330e9a926c32ccf,2092,a3ctFrwwQF7bsEmLvzHNCPbNE5tXoLcTmc32wMLE6fM2qAHao,KINT,2022-05-19T01:38:42.294000Z,@spazcoin/chaos DAO/Top Redeemer/Top Issuer/Top 20 Vault/Self Issuer/eCQvW/K>50/Top KINT Mover/Top KINT Sink/Top KSM Sink/Top KBTC Mover,Daddy of eCQvW/Likely Vault Owner/K>50/Top KINT Mover/Top KINT Sink/Top KSM Mover/Top KSM Sink/Top KBTC Mover/Top KBTC Sink
732,1150000000000,,oJWxPGiLrDYkGPFTevPDhc2Apcdax7D9HatSMSus69u1T1Y,a3aDPraojQvYhVHjyVuYRFXno58EPMjegrY9nubPmpck2X7JS,CaZQS2J36yBouxU2TeExJ1UHuksFrL61eG6kFb75xayKPdF,0x002ebf751ae1def13e95b2260485550d8c3dc413,2092,a3aDPraojQvYhVHjyVuYRFXno58EPMjegrY9nubPmpck2X7JS,,1.15,,2022-05-19T01:21:54.579000Z,oJWxPGiLrDYkGPFTevPDhc2Apcdax7D9HatSMSus69u1T1Y,a3aDPraojQvYhVHjyVuYRFXno58EPMjegrY9nubPmpck2X7JS,CaZQS2J36yBouxU2TeExJ1UHuksFrL61eG6kFb75xayKPdF,0x002ebf751ae1def13e95b2260485550d8c3dc413,2000,a3aDPraojQvYhVHjyVuYRFXno58EPMjegrY9nubPmpck2X7JS,KINT,2022-05-19T01:21:54.579000Z,@blinkin/chaos DAO/Selfish,@blinkin/chaos DAO/Selfish
733,84561870099455,,sxhy7cZpBpTFkeiJxZKYxjZL7dhyFgQpxK5AofmWaXyKQsA,a3esasK9atG9bzn1SMDBManvLERFTk3DtYCsye3cdU786pvZg,HEkRAN9WSa6KQDvsmHBHZ91TCmwe9uHhJzHUhoxjSy3dJ6Y,0xce401427ac5349fa69c95179a14cfe8dcced7acb,2092,a3esasK9atG9bzn1SMDBManvLERFTk3DtYCsye3cdU786pvZg,,84.561870099455,,2022-05-19T00:28:18.380000Z,pqkAMaENhqLR9uRG3s6T93fFuCZv57RHhnh5iB8Nvkfz3jW,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,E7ncQKp4xayUoUdpraxBjT7NzLoayLJA4TuPcKKboBkJ5GH,0x443c0ba8f048601bd709b475301f520071887f9f,2092,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,KINT,2022-05-19T00:28:18.380000Z,Top KINT Mover/Top KINT Sink,shenanigans/Top KINT Mover/Top KINT Sink
734,84562000000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,84.562,,2022-05-19T00:22:54.681000Z,sxhy7cZpBpTFkeiJxZKYxjZL7dhyFgQpxK5AofmWaXyKQsA,a3esasK9atG9bzn1SMDBManvLERFTk3DtYCsye3cdU786pvZg,HEkRAN9WSa6KQDvsmHBHZ91TCmwe9uHhJzHUhoxjSy3dJ6Y,0xce401427ac5349fa69c95179a14cfe8dcced7acb,2092,a3esasK9atG9bzn1SMDBManvLERFTk3DtYCsye3cdU786pvZg,KINT,2022-05-19T00:22:54.681000Z,Top KINT Mover/Top KINT Sink,Top KINT Mover/Top KINT Sink
735,5500000000000,,qvPSYHU5oVDc2BrgrK696dbJnWNtgzaeMcs1tpchkjfrnUh,a3cqGLjpV9spNM3Yaj6w8AvpND688fUY4McBmV8mUfHKoNHeo,FCRtb33n4Erffm5Ff2wsh33RsecZbDTWiJ5KnxovdAkAoH4,0x7402c0c95cef4a65a0188ff7549e20de8bf83aff,2092,a3cqGLjpV9spNM3Yaj6w8AvpND688fUY4McBmV8mUfHKoNHeo,,5.5,,2022-05-19T00:18:24.299000Z,qvPSYHU5oVDc2BrgrK696dbJnWNtgzaeMcs1tpchkjfrnUh,a3cqGLjpV9spNM3Yaj6w8AvpND688fUY4McBmV8mUfHKoNHeo,FCRtb33n4Erffm5Ff2wsh33RsecZbDTWiJ5KnxovdAkAoH4,0x7402c0c95cef4a65a0188ff7549e20de8bf83aff,2000,a3cqGLjpV9spNM3Yaj6w8AvpND688fUY4McBmV8mUfHKoNHeo,KINT,2022-05-19T00:18:24.299000Z,,
736,86153940000000,,rviK4R5yNfFwdYyJgBZtAVhyo5nv7AsdwSrJc9qYJhBwPF5,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,GCkm7AffdQu1H8BsUuRckuA6tE2b1PkWJ84cWJ2mB8GFbN7,0xa07e831679493815f8270f903d48495e07617575,2092,a3dqbDFx73SzQgeuhLvobuzgUt6hYgtiMMC1kmr6hVqHKSokv,,86.15394,,2022-05-18T23:55:00.354000Z,pJU7zWvde6yMYx12LHCkJQtFPAw1YtnzRrnN1kHcu63vpFg,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,DaWa3GWKtrcRCXDb914UtpLNUKAgT7frnXzfutUqmX8Erw1,0x2c6170a7bc0014c46d519b21f9bb32a18993e943,2092,a3bDM2C3whiS86aJj4auEn8bf9gngnLSGhgRgqFh9aRgBSEKX,KINT,2022-05-18T23:55:00.354000Z,Top KINT Mover/Top KINT Sink,Top KINT Sink
737,1103897130000000,,pqkAMaENhqLR9uRG3s6T93fFuCZv57RHhnh5iB8Nvkfz3jW,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,E7ncQKp4xayUoUdpraxBjT7NzLoayLJA4TuPcKKboBkJ5GH,0x443c0ba8f048601bd709b475301f520071887f9f,2092,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,,1103.89713,,2022-05-18T23:48:18.508000Z,s6w5h9N7CJqBPPzfj4D9oAjJ1QYhf9NLtb6si4yguVxBmCM,a3e1oytgPBGdyvQkihygFBdMWCK2JUSgr49A1Lx1qeS65hCrj,GNyXjtwoT4UF2yDEXn4tPaBR6YnNZNFDFGKBcDAumw2VrpV,0xa849f3c3b709cfc69d9083958d8ffc5f1958c51a,2092,a3e1oytgPBGdyvQkihygFBdMWCK2JUSgr49A1Lx1qeS65hCrj,KINT,2022-05-18T23:48:18.508000Z,shenanigans/Top KINT Mover/Top KINT Sink,Top KINT Mover/Top KINT Sink
738,5999870099455,,pMe8AfFKUq5dbuEP1DqQBp6sWESZyFfGZyrUGG4DWvcx2As,a3bGX2NCGPZAENdFxRFqsS1zsmorCLko8ypYkwWCvB3WkTUQ2,DdgaDQq1jaihFUSwowh8nDYzbNgEsUY8vf4nAQFSPMhGBaA,0x2eccd973d496e3f1256f478b99f812ea19c81852,2092,a3bGX2NCGPZAENdFxRFqsS1zsmorCLko8ypYkwWCvB3WkTUQ2,,5.999870099455,,2022-05-18T23:40:12.332000Z,pqkAMaENhqLR9uRG3s6T93fFuCZv57RHhnh5iB8Nvkfz3jW,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,E7ncQKp4xayUoUdpraxBjT7NzLoayLJA4TuPcKKboBkJ5GH,0x443c0ba8f048601bd709b475301f520071887f9f,2092,a3bkd4Z7FSnAVABG9JJV8UyESACpKgretzxMbYx7zLTLoVj2p,KINT,2022-05-18T23:40:12.332000Z,,shenanigans/Top KINT Mover/Top KINT Sink
