,from_id,fromChain,to_id,toChain,kint,ksm,kbtc,timestamp,label_from_id,label_to_id
1277,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3aQGF6pYF22iUDNnJh9pA86jCg2q7Wmd67HnN7BKvynwfGkm,2092,5.0,0.0,0.0,2022-04-07T09:38:12.395000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1278,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3aQUPJvAucyenZnqReZUdizTr5SPcTfK8AsfevH5tmPns49i,2092,5.0,0.0,0.0,2022-04-07T08:34:12.698000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1279,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3aYLgMxnHnEoXYxbFVFubsMpmSmCyUd7pDcL1Q4ZBbFDJLPD,2092,20.0,0.0,0.0,2022-04-06T09:03:54.468000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1280,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3acrpz1uE5ESy7eam72pf3xCKQA6yjC4dQ95Bsofh88YDJwj,2092,0.011,0.0,0.0,2022-02-21T13:27:00.349000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1281,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3adzAjPwYa9QG6DpnkhTknXhGVU382RiPBVQyoU42iSd4NEv,2092,5.0,0.0,0.0,2022-04-07T09:35:42.492000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1282,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3ai34q7KaQ7pDzVZSTHPE7Nkoy2hbc93xCGasBL7sCTFo9cv,2092,0.01,0.0,0.0,2022-03-08T09:54:00.401000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1283,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3ai46xx2aew1No3Ua4w4mk65beY6rch8rwze5Rum2TnX5hPB,2092,5.0,0.0,0.0,2022-04-07T09:20:06.915000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1284,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3aifqcB4F23sfHWMB2qmqFxHjV8LsAZDGeP7ULj8a8fu2UPh,2092,0.012,0.0,0.0,2022-02-18T11:32:30.343000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1285,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3aoXp1WDZLGgefdzhEFCTrGJ1xXDfgfP3s4thBfKDqQ7Fyo6,2092,20.0,0.0,0.0,2022-04-06T09:22:30.281000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1286,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3azTbtnN7CSKhSG3vr9Gyjg1K6m9QhbAmTjsZfhhvJJ9zQQM,2092,5.0,0.0,0.0,2022-04-07T08:58:36.359000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1287,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3azw2eg6Pqzfs6swcFfRWRjMQtVrZhn8mtXuHrvw4MQpj6As,2092,5.0,0.0,0.0,2022-04-07T08:44:06.577000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1288,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bFfDdVrdVQFrEm13qhMybTKD9LR6K61jGM3AdNEuQ54fzH1,2092,20.0,0.0,0.0,2022-04-06T09:08:24.378000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1289,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bGKGRSQCfrMeN1xmXaJ8MR6FJPsyJYtR86smY1hzUTDma7B,2092,0.01,0.0,0.0,2022-02-18T11:20:30.208000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1290,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bGb9EVVLiTCSH1Tq4j3XGz8eZq1FXAf3gtXnTxajZGkPUDm,2092,5.0,0.0,0.0,2022-04-07T08:59:30.654000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1291,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bMFS8gPzmiRhCvg8pSScpE4Yo4V8d4kUGVCCY8mwejoyymo,2092,0.01,0.0,0.0,2022-02-18T11:23:30.194000Z,shenanigans/Top KINT Mover/Top KINT Sink,Top KINT Mover
1292,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bSLVxYeospReAxGM8YM5JXUhj94TyG1yNbLZFaKHytusz9P,2092,5.0,0.0,0.0,2022-04-07T09:34:48.272000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1293,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bSoaVrXMqBsKvqMXcwVK43CAjBj4iGGuEuJb867FgVY2418,2092,5.0,0.0,0.0,2022-04-07T09:37:12.417000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1294,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bXvpHXvQeY72XCJmFDGyjFUyiE76nT7TWeJAXo4HHxJbQ4i,2092,0.01,0.0,0.0,2022-03-08T09:55:18.323000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1295,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bYSuvaLP3z2TvgVcudRy3eQ16fp4Q8QJ6wZm7DVqJF4gaXx,2092,40.0,0.0,0.0,2022-04-06T09:36:36.557000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1296,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bcVMKDN5Y2P42oaE4vuxRbaBKSzFMxwWGQoU6HaNy9N8X3G,2092,5.0,0.0,0.0,2022-04-07T08:57:30.255000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1297,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bfW911YqbxKvE79LRe9zvizjA6BKicrKTZrv9Zqx9TBGSMf,2092,20.0,0.0,0.0,2022-04-06T09:03:18.375000Z,shenanigans/Top KINT Mover/Top KINT Sink,
1298,a3cvxyxiBBT88FkVZ7BYyhKPL9sNVdXYk6UBqk8GQnYzrK6xW,2092,a3bfwSMaavhWNDNX7eMc9Zx6dgA2P55MX7RQD1Pstn8D2DQbo,2092,0.01,0.0,0.0,2022-02-18T11:22:24.474000Z,shenanigans/Top KINT Mover/Top KINT Sink,Top KINT Sink
